folder,file name,image size,adjacent,initial frame,equatorial frame,equatorial size,value 0 ch0,puncta 0 ch0,x 0,y 0,w 0,h 0,quality ch0,num frame,new punctate ch0,new punctate ch1,puncta 0 ch1,quality ch1,value 0 ch1,colocalization ch0 ch1,colocalization weight ch0 ch1,new colocalization ch0 ch1,square quality
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0722656,38.99385403329052,<puncta_detect_util.Puncta object at 0x7f0aa1b76190>,0.126953,0.977539,0.0722656,0.0449219,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa1b76dd0>,True,38.0768158450951,,,,False
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0703125,621.8658073074671,<puncta_detect_util.Puncta object at 0x7f0aa1b76e10>,0.158203,0.929688,0.0703125,0.0625,True,1,True,False,<puncta_detect_util.Puncta object at 0x7f0aa16ab410>,True,5.749333545294121,0.0,1.0,0.0,False
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0605469,19.80333322890874,<puncta_detect_util.Puncta object at 0x7f0aa1b76210>,0.239258,0.57373,0.0605469,0.0576172,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16ab190>,True,43.9692825069983,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0839844,104.11006830111182,<puncta_detect_util.Puncta object at 0x7f0aa1b76890>,0.301758,0.458008,0.0839844,0.0820312,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16abd10>,True,83.8457392446735,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0439453,13053.42021206045,<puncta_detect_util.Puncta object at 0x7f0aa1b76390>,0.38623,0.174805,0.0439453,0.0429688,True,1,True,False,<puncta_detect_util.Puncta object at 0x7f0aa16abc90>,True,104.88961038961043,0.0,2.0,0.0,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0488281,113.386184824069,<puncta_detect_util.Puncta object at 0x7f0aa1b76250>,0.553711,0.338379,0.0488281,0.0478516,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16abc10>,True,53.435012437810656,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0664062,75.48520043233611,<puncta_detect_util.Puncta object at 0x7f0aa1b764d0>,0.578125,0.933594,0.0664062,0.0625,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa1b76450>,True,141.39254994949215,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0791016,60.49712396529867,<puncta_detect_util.Puncta object at 0x7f0aa1b76610>,0.674316,0.625,0.0791016,0.0742188,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16ab950>,True,68.44112475855582,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0722656,16.598304815460324,<puncta_detect_util.Puncta object at 0x7f0aa1b76d50>,0.760742,0.899414,0.0722656,0.0722656,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16ab8d0>,True,114.47560409088919,,,,True
/mount/local5/chenxi/puncta-detection/data/11-27-2021/DOPC_DOPS_10__Atto/200 nM ALG2/Captured 6.nd2-output,(series 1).tif,1024,False,0,0,0.0947266,59.70003084563268,<puncta_detect_util.Puncta object at 0x7f0aa1b76e50>,0.80127,0.168457,0.0947266,0.0947266,True,1,False,False,<puncta_detect_util.Puncta object at 0x7f0aa16abd50>,True,25.939910972816506,,,,True
